GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
653238	NA	4.41e-01	0.396	-0.7708237	-0.3053931	142.06	GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)
11042	NA	1.01e-01	0.381	-1.6414234	-0.6257545	148.21	GUSBP15	GUSB pseudogene 15
441081	NA	6.27e-01	0.53	-0.486305	-0.2577805	63.35	LOC441081	POM121 membrane glycoprotein (rat) pseudogene
107986355	NA	9.44e-01	0.724	-0.0699118	-0.0506163	15.17	LOC107986355	uncharacterized LOC107986355
653080	NA	2.53e-01	0.433	-1.1442297	-0.4954702	191.02	GUSBP16	GUSB pseudogene 16
101929599	NA	6.45e-01	0.504	-0.4604692	-0.2319524	98.96	LOC101929599	putative POM121-like protein 1-like pseudogene
8293	NA	4.73e-01	0.331	-0.7180987	-0.237389	48.72	SERF1A	small EDRK-rich factor 1A
6606	NA	2.38e-01	0.395	-1.1810868	-0.4670794	79.76	SMN1	survival of motor neuron 1, telomeric
112267942	NA	9.78e-01	0.546	-0.0280407	-0.0153235	26.84	LOC112267942	uncharacterized LOC112267942
2966	NA	4.36e-01	0.373	-0.779621	-0.2908902	144.93	GTF2H2	general transcription factor IIH subunit 2
647859	NA	5.18e-02	0.588	-1.9451221	-1.1434409	48.06	OCLNP1	OCLN pseudogene 1
100049076	NA	4.44e-01	0.524	-0.7647197	-0.4005887	77.22	GUSBP17	GUSB pseudogene 17
105379016	NA	8.45e-01	0.542	0.1950012	0.1056223	11.13	LOC105379016	uncharacterized LOC105379016
107986421	NA	2.53e-01	1.02	1.1431026	1.1656792	16.37	LOC107986421	replaced by ID 124900626
105379025	NA	8.08e-01	0.791	0.2424254	0.1917593	30.17	LOC105379025	uncharacterized LOC105379025
64087	NA	7.34e-01	0.337	0.3397648	0.1144748	137.06	MCCC2	methylcrotonyl-CoA carboxylase subunit 2
9607	NA	2.80e-01	0.877	1.0811734	0.9482077	16.42	CARTPT	CART prepropeptide
105379028	NA	8.25e-01	0.325	0.221678	0.07194	93.75	LOC105379028	uncharacterized LOC105379028
23107	NA	2.78e-01	0.308	1.0848622	0.3336609	123.58	MRPS27	mitochondrial ribosomal protein S27
107986422	NA	8.49e-02	0.668	1.7231707	1.1511235	22.67	LOC107986422	uncharacterized LOC107986422
79810	NA	4.54e-01	0.273	0.7487479	0.2041461	140.33	PTCD2	pentatricopeptide repeat domain 2
167465	NA	2.73e-01	0.513	1.0968442	0.5628494	69.4	ZNF366	zinc finger protein 366
57763	NA	8.58e-01	0.377	0.1787666	0.0674146	60.18	ANKRA2	ankyrin repeat family A member 2
84135	NA	6.48e-01	0.312	0.4572176	0.1427097	90.62	UTP15	UTP15 small subunit processome component
64283	NA	7.26e-01	0.396	0.350994	0.1389318	190.4	ARHGEF28	Rho guanine nucleotide exchange factor 28
3074	NA	4.12e-01	0.401	0.8209826	0.3291534	109.44	HEXB	hexosaminidase subunit beta
84340	NA	8.22e-01	0.428	0.2247653	0.0961194	166.38	GFM2	GTP dependent ribosome recycling factor mitochondrial 2
51301	NA	8.51e-01	0.451	0.1877318	0.0847353	73.19	GCNT4	glucosaminyl (N-acetyl) transferase 4
256006	NA	3.28e-01	0.589	0.9786499	0.5764783	37.57	ANKRD31	ankyrin repeat domain 31
728780	NA	4.08e-01	0.662	0.8268491	0.5469913	27.71	ANKDD1B	ankyrin repeat and death domain containing 1B
107986424	NA	6.54e-01	0.518	0.4477349	0.2321078	38.85	LOC107986424	
134359	NA	4.52e-01	0.415	-0.7526529	-0.3121291	87.5	POC5	POC5 centriolar protein
22987	NA	5.80e-01	0.659	0.5540904	0.3650267	144.91	SV2C	synaptic vesicle glycoprotein 2C
10788	NA	9.87e-01	0.699	-0.0158781	-0.0111048	53.65	IQGAP2	IQ motif containing GTPase activating protein 2
2151	NA	7.17e-01	1.057	-0.3625452	-0.3830628	10.83	F2RL2	coagulation factor II thrombin receptor like 2
2149	NA	3.18e-01	0.699	0.9991032	0.6986056	25.68	F2R	coagulation factor II thrombin receptor
2150	NA	8.05e-01	0.9	0.2466712	0.2220476	13.57	F2RL1	F2R like trypsin receptor 1
170591	NA	8.61e-01	1.05	0.1752482	0.1840586	24.01	S100Z	S100 calcium binding protein Z
1393	NA	1.27e-01	0.636	-1.527857	-0.9722165	29	CRHBP	corticotropin releasing hormone binding protein
84327	NA	7.98e-01	0.349	0.2559683	0.0892208	103.45	ZBED3	zinc finger BED-type containing 3
728723	NA	6.06e-01	0.72	0.5158614	0.3716215	19.28	ZBED3-AS1	ZBED3 antisense RNA 1
728769	NA	8.58e-01	0.595	-0.1783955	-0.1060963	21.27	SCAMP1-AS1	SCAMP1 antisense RNA 1
411	NA	6.20e-01	0.275	-0.4962021	-0.1363492	153.12	ARSB	arylsulfatase B
29958	NA	7.18e-01	0.502	0.3607121	0.1811451	48.75	DMGDH	dimethylglycine dehydrogenase
23743	NA	3.29e-01	0.564	0.9769737	0.5512573	31.96	BHMT2	betaine--homocysteine S-methyltransferase 2
635	NA	9.53e-01	0.797	-0.0586801	-0.0467799	12.63	BHMT	betaine--homocysteine S-methyltransferase
102724530	NA	9.36e-01	0.996	0.0807941	0.0805027	8.67	LOC102724530	uncharacterized LOC102724530
101929201	NA	7.96e-01	0.467	-0.2579941	-0.1204871	42.51	LOC101929201	uncharacterized LOC101929201
107986426	NA	8.46e-01	0.958	0.1947824	0.1866951	6.56	LOC107986426	uncharacterized LOC107986426
102724557	NA	5.55e-01	1.136	0.5907901	0.671224	11.23	LOC102724557	uncharacterized LOC102724557
7060	NA	4.57e-01	0.277	-0.7445772	-0.2059401	133.64	THBS4	thrombospondin 4
101929215	NA	7.68e-01	0.621	-0.2943692	-0.1829434	26.25	THBS4-AS1	THBS4 antisense RNA 1
644936	NA	5.73e-01	0.548	0.5631375	0.308609	14.6	LOC644936	actin beta pseudogene
167555	NA	2.63e-01	0.421	1.1198201	0.47154	34.57	FAM151B	family with sequence similarity 151 member B
340120	NA	7.68e-02	0.985	1.769818	1.7438575	16.05	ANKRD34B	ankyrin repeat domain 34B
1719	NA	9.70e-02	0.516	-1.6594103	-0.856518	112.34	DHFR	dihydrofolate reductase
100462981	NA	2.48e-04	0.73	-3.6644594	-2.6745917	86.7	MTRNR2L2	MT-RNR2 like 2 (pseudogene)
107986428	NA	6.72e-01	0.558	-0.4237275	-0.2364465	38.06	LOC107986428	uncharacterized LOC107986428
1160	NA	8.27e-01	0.301	-0.2188431	-0.0659352	131.96	CKMT2	creatine kinase, mitochondrial 2
100131067	NA	9.36e-01	0.364	0.080564	0.0293187	37.26	CKMT2-AS1	CKMT2 antisense RNA 1
84240	NA	3.84e-01	0.376	-0.8713947	-0.327766	34.16	ZCCHC9	zinc finger CCHC-type containing 9
134526	NA	8.76e-01	0.865	0.1559082	0.1349154	21.71	ACOT12	acyl-CoA thioesterase 12
83734	NA	4.66e-01	0.311	-0.7296598	-0.2267088	93.49	ATG10	autophagy related 10
92270	NA	4.90e-01	0.39	0.6903859	0.2690864	84.62	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)
105379052	NA	2.90e-01	0.864	1.0574209	0.9131843	20.88	LOC105379052	uncharacterized LOC105379052
7518	NA	9.54e-01	0.508	-0.0573354	-0.0291034	36.16	XRCC4	X-ray repair cross complementing 4
1404	NA	6.20e-01	0.721	-0.4953517	-0.3571139	24.48	HAPLN1	hyaluronan and proteoglycan link protein 1
105379057	NA	9.61e-01	0.337	0.0493542	0.0166323	90.23	EDIL3-DT	EDIL3 divergent transcript
105379059	NA	5.64e-01	0.6	-0.5772359	-0.3463185	31	LOC105379059	uncharacterized LOC105379059
644285	NA	5.64e-01	0.311	0.5768553	0.1795656	149.77	LOC644285	uncharacterized LOC644285
105379070	NA	1.20e-02	0.564	2.5106962	1.4148149	46.79	LOC105379070	uncharacterized LOC105379070
153396	NA	3.01e-01	0.387	1.0344617	0.4006055	138	TMEM161B	transmembrane protein 161B
112267943	NA	8.53e-01	0.561	-0.1853632	-0.1039056	23.28	LOC112267943	replaced by ID 153396
100505894	NA	7.28e-01	0.51	0.3474327	0.1772771	101.83	TMEM161B-DT	TMEM161B divergent transcript
102546226	NA	2.97e-01	0.673	1.0427515	0.7016364	23.42	LINC02060	long intergenic non-protein coding RNA 2060
109729137	NA	4.84e-01	0.564	-0.6993111	-0.3943028	52.39	MEF2C-AS2	MEF2C antisense RNA 2
107986361	NA	1.51e-01	0.457	1.4363739	0.6562237	134.27	LOC107986361	
101929423	NA	8.04e-01	0.463	0.2485753	0.1151707	63.19	MEF2C-AS1	MEF2C antisense RNA 1
1070	NA	4.95e-01	0.493	-0.6820288	-0.3361441	58.62	CETN3	centrin 3
153364	NA	2.65e-01	0.59	1.1153469	0.6583247	70.87	MBLAC2	metallo-beta-lactamase domain containing 2
10622	NA	3.68e-01	0.344	-0.8997846	-0.309436	72.17	POLR3G	RNA polymerase III subunit G
116068	NA	2.98e-01	0.374	1.0400699	0.3890164	116.4	LYSMD3	LysM domain containing 3
105379077	NA	9.02e-01	1.117	0.1231306	0.1374988	27.08	LOC105379077	uncharacterized LOC105379077
107986432	NA	6.12e-02	0.653	1.8720218	1.2225231	53.16	LOC107986432	uncharacterized LOC107986432
105379080	NA	1.52e-01	0.682	1.4320014	0.9759362	52.36	LOC105379080	uncharacterized LOC105379080
105379082	NA	9.91e-01	0.412	-0.0109179	-0.0045019	57.57	LOC105379082	uncharacterized LOC105379082
107984117	NA	3.63e-01	0.862	-0.9095619	-0.783657	18.64	LINC02058	long intergenic non-protein coding RNA 2058
134187	NA	2.28e-01	0.287	1.2054115	0.3464267	87.19	POU5F2	POU domain class 5, transcription factor 2
105379087	NA	4.30e-01	0.547	0.7898796	0.4316795	33.96	LOC105379087	uncharacterized LOC105379087
105379086	NA	8.34e-01	1.103	-0.209844	-0.2314283	10.04	LOC105379086	
105379085	NA	6.49e-01	0.821	-0.4552642	-0.3736582	42.83	LOC105379085	uncharacterized LOC105379085
153643	NA	8.77e-01	0.58	-0.1551701	-0.0899582	26.38	FAM81B	family with sequence similarity 81 member B
153642	NA	2.79e-02	0.44	2.1984365	0.9675003	44.97	ARSK	arylsulfatase family member K
285601	NA	6.73e-01	0.706	0.4217244	0.2976662	10.43	GPR150	G protein-coupled receptor 150
317671	NA	4.45e-02	0.788	2.0093891	1.5838805	16.83	RFESD	Rieske Fe-S domain containing
83890	NA	6.48e-01	0.555	0.4562585	0.2533009	44.27	SPATA9	spermatogenesis associated 9
105379090	NA	6.89e-01	0.95	-0.3997288	-0.3796754	13.55	LOC105379090	uncharacterized LOC105379090
2745	NA	3.62e-01	0.414	0.9108268	0.3766586	63.69	GLRX	glutaredoxin
202299	NA	9.84e-01	0.749	0.019464	0.0145813	16.91	LINC01554	long intergenic non-protein coding RNA 1554
105379091	NA	9.60e-01	1.6	-0.0499247	-0.0798788	21.27	LOC105379091	uncharacterized LOC105379091
105379096	NA	8.38e-01	0.893	-0.2041043	-0.1823099	21.4	LOC105379096	uncharacterized LOC105379096
5122	NA	7.12e-01	0.553	-0.3695304	-0.2044363	137.51	PCSK1	proprotein convertase subtilisin/kexin type 1
107986364	NA	7.55e-01	0.795	0.3126881	0.2486642	23.95	LOC107986364	
107986363	NA	1.37e-01	0.441	1.487999	0.6568331	63.53	LOC107986363	uncharacterized LOC107986363
105379094	NA	7.97e-01	0.764	0.2565956	0.1961221	17.2	LOC105379094	
102724748	NA	3.50e-01	0.398	0.9351319	0.3720228	50.54	LOC102724748	
64167	NA	8.21e-01	0.46	0.2266627	0.104367	79.49	ERAP2	endoplasmic reticulum aminopeptidase 2
101926893	NA	7.70e-01	0.957	0.2922896	0.2797359	33.87	LIX1-AS1	LIX1 and RIOK2 antisense RNA 1
55781	NA	8.73e-01	0.445	0.1594223	0.0709348	78.32	RIOK2	RIO kinase 2
285704	NA	3.28e-01	0.34	0.9786398	0.3325854	177.86	RGMB	repulsive guidance molecule BMP co-receptor b
503569	NA	9.86e-01	0.933	0.0175284	0.0163517	12.47	RGMB-AS1	RGMB antisense RNA 1
100289230	NA	6.03e-01	0.52	0.5206219	0.270772	34.73	LOC100289230	uncharacterized LOC100289230
100652833	NA	9.65e-01	1.176	-0.0441438	-0.0519169	15.56	LOC100652833	putative POM121-like protein 1-like
100133050	NA	5.26e-02	0.644	-1.9379556	-1.2476057	11.98	GUSBP19	GUSB pseudogene 19
105379100	NA	4.81e-01	0.673	0.7048591	0.4742123	21.68	LOC105379100	uncharacterized LOC105379100
345757	NA	8.02e-02	0.492	1.7496005	0.8607432	29.86	FAM174A	family with sequence similarity 174 member A
7903	NA	2.09e-01	0.586	1.2575677	0.7373767	63.44	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
107986437	NA	8.42e-01	0.927	-0.1996028	-0.1850471	23.23	LOC107986437	uncharacterized LOC107986437
353189	NA	6.39e-01	0.995	0.4686095	0.4662795	19.02	SLCO4C1	solute carrier organic anion transporter family member 4C1
54826	NA	2.51e-01	0.422	-1.1475402	-0.4839041	69.52	GIN1	gypsy retrotransposon integrase 1
90355	NA	1.24e-01	0.446	1.539073	0.6859112	113.07	MACIR	macrophage immunometabolism regulator
83594	NA	8.91e-01	0.389	0.137497	0.0535444	90.24	NUDT12	nudix hydrolase 12
101930276	NA	4.42e-01	0.884	-0.7691771	-0.6799146	13.97	LOC101930276	uncharacterized LOC101930276
1946	NA	7.26e-01	0.324	0.3508227	0.1136446	200.16	EFNA5	ephrin A5
285638	NA	6.25e-01	1.041	0.4881239	0.5079786	21.98	LOC285638	uncharacterized LOC285638
105379117	NA	3.10e-01	0.96	1.0158573	0.9749789	19.99	LOC105379117	uncharacterized LOC105379117
105379118	NA	6.75e-01	1.165	0.4191373	0.4883312	10.5	LOC105379118	
85480	NA	8.85e-01	1.074	0.1446665	0.1553952	12.17	TSLP	thymic stromal lymphopoietin
134430	NA	2.90e-01	0.346	1.0588283	0.3661258	154.66	WDR36	WD repeat domain 36
134429	NA	9.35e-02	0.39	1.6770304	0.6547124	181.25	STARD4	StAR related lipid transfer domain containing 4
100505678	NA	8.46e-01	0.452	-0.1937617	-0.0876333	79.98	STARD4-AS1	STARD4 antisense RNA 1
105369177	NA	3.68e-01	0.969	0.9003752	0.8723355	10.85	LOC105369177	uncharacterized LOC105369177
9315	NA	1.80e-01	0.386	-1.341844	-0.5177586	144.31	NREP	neuronal regeneration related protein
114915	NA	7.24e-02	0.476	-1.7962853	-0.8541715	55.82	EPB41L4A-AS1	EPB41L4A antisense RNA 1
6728	NA	3.23e-01	0.314	-0.9880477	-0.3101691	197.33	SRP19	signal recognition particle 19
105379123	NA	8.01e-01	1.088	-0.2515011	-0.2737161	13.94	LOC105379123	uncharacterized LOC105379123
3781	NA	4.35e-01	0.42	-0.7804114	-0.3279931	148.12	KCNN2	potassium calcium-activated channel subfamily N member 2
101927078	NA	1.44e-01	0.515	-1.4623788	-0.7533987	21.24	LOC101927078	uncharacterized LOC101927078
55521	NA	5.75e-01	0.451	-0.5601658	-0.2526948	127.58	TRIM36	tripartite motif containing 36
153733	NA	8.87e-01	0.354	0.1421351	0.0502802	108.44	CCDC112	coiled-coil domain containing 112
100302736	NA	8.43e-01	0.427	0.1979089	0.0845676	60.54	TMED7-TICAM2	TMED7-TICAM2 readthrough
353376	NA	4.62e-01	0.444	0.7362129	0.3266032	23.1	TICAM2	TIR domain containing adaptor molecule 2
1036	NA	6.86e-01	0.505	-0.4043467	-0.2042546	80.69	CDO1	cysteine dioxygenase type 1
9140	NA	8.21e-01	0.386	-0.2265329	-0.0873336	177.86	ATG12	autophagy related 12
1176	NA	3.96e-01	0.321	0.8491367	0.272802	187.18	AP3S1	adaptor related protein complex 3 subunit sigma 1
51397	NA	3.07e-02	0.302	2.1606901	0.6525975	103.09	COMMD10	COMM domain containing 10
101927190	NA	3.00e-01	0.897	1.0358843	0.9296171	9.54	LOC101927190	uncharacterized LOC101927190
101927233	NA	7.35e-01	0.696	0.3390055	0.2360788	27.61	SEMA6A-AS1	SEMA6A antisense RNA 1
105379132	NA	8.41e-01	0.727	0.2009659	0.1461818	20.01	SEMA6A-AS2	SEMA6A antisense RNA 2
285605	NA	7.67e-01	0.417	-0.2960645	-0.1235867	54.82	DTWD2	DTW domain containing 2
100422885	NA	5.22e-01	0.662	-0.6409758	-0.4245935	33.93	MIR1244-2	microRNA 1244-2
25816	NA	5.60e-01	0.729	0.5829816	0.4251061	24.15	TNFAIP8	TNF alpha induced protein 8
51334	NA	9.61e-01	0.458	-0.0488022	-0.0223433	53.24	PRR16	proline rich 16
153443	NA	5.84e-01	0.375	-0.5480942	-0.2057749	120.33	SRFBP1	serum response factor binding protein 1
4015	NA	8.39e-01	0.612	0.2029002	0.1241626	27.84	LOX	lysyl oxidase
9627	NA	5.94e-01	0.485	0.5335374	0.2585666	60.68	SNCAIP	synuclein alpha interacting protein
107986446	NA	4.89e-01	1.059	0.6923802	0.7334701	11.21	LOC107986446	uncharacterized LOC107986446
28966	NA	7.28e-01	0.287	-0.3472856	-0.0997028	96.39	SNX24	sorting nexin 24
5480	NA	9.36e-01	0.702	0.0797465	0.0559927	14.47	PPIC	peptidylprolyl isomerase C
107986447	NA	4.38e-01	0.884	0.7748052	0.6846809	10.18	PPIC-AS1	PPIC antisense RNA 1
93166	NA	4.58e-01	0.866	0.7425607	0.6426991	25.36	PRDM6	PR/SET domain 6
107986448	NA	5.01e-01	0.892	-0.6723894	-0.5996973	8.32	LOC107986448	uncharacterized LOC107986448
4001	NA	2.38e-01	0.361	-1.1805111	-0.4263033	65.77	LMNB1	lamin B1
115123	NA	5.87e-01	0.499	0.5429738	0.2707447	57.4	MARCHF3	membrane associated ring-CH-type finger 3
105379163	NA	6.90e-01	0.903	0.3990615	0.3602709	13.58	LOC105379163	uncharacterized LOC105379163
401207	NA	8.86e-01	0.609	0.1437483	0.087515	49.89	C5orf63	chromosome 5 open reading frame 63
105379199	NA	3.50e-01	0.709	0.9345576	0.6621783	20.13	LOC105379199	uncharacterized LOC105379199
133619	NA	3.00e-01	0.276	1.0368746	0.286388	100.24	PRRC1	proline rich coiled-coil 1
613212	NA	3.98e-01	0.598	-0.8453277	-0.5055104	18.81	CTXN3	cortexin 3
728586	NA	7.90e-01	0.561	-0.2663331	-0.1494274	30.99	CCDC192	coiled-coil domain containing 192
101929964	NA	8.96e-01	0.832	-0.1311074	-0.1090308	15.38	LOC101929964	
2201	NA	9.81e-01	1.081	0.0232148	0.0251032	65.92	FBN2	fibrillin 2
28965	NA	8.42e-01	0.88	0.1992606	0.1753352	12.64	SLC27A6	solute carrier family 27 member 6
51015	NA	6.34e-01	0.444	-0.4759002	-0.211084	39.58	ISOC1	isochorismatase domain containing 1
102723654	NA	4.24e-01	0.945	0.8001287	0.7562576	18.52	LOC102723654	uncharacterized LOC102723654
107986367	NA	5.61e-01	0.859	0.581299	0.4990584	26.86	LOC107986367	
171019	NA	3.75e-01	0.275	-0.8877276	-0.2441016	122.39	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
112267944	NA	3.28e-01	0.893	0.9786794	0.8739596	18.26	LOC112267944	uncharacterized LOC112267944
105379170	NA	1.63e-01	0.306	1.3963424	0.4278307	76.47	LOC105379170	
90624	NA	6.64e-01	0.393	-0.4337987	-0.1703124	210.28	LYRM7	LYR motif containing 7
105379173	NA	8.65e-01	0.373	0.1696005	0.0632769	88.96	LOC105379173	uncharacterized LOC105379173
728637	NA	9.36e-01	0.792	0.0800302	0.063398	16.67	MEIKIN	meiotic kinetochore factor
101927693	NA	6.04e-01	0.634	-0.5190504	-0.3291787	25.74	ACSL6-AS1	ACSL6 antisense RNA 1
8974	NA	2.97e-01	0.351	1.0428901	0.3664245	92.22	P4HA2	prolyl 4-hydroxylase subunit alpha 2
8572	NA	6.60e-01	0.58	0.4393139	0.2548314	25.23	PDLIM4	PDZ and LIM domain 4
6583	NA	4.53e-01	0.434	0.7501425	0.3252475	42.99	SLC22A4	solute carrier family 22 member 4
553103	NA	8.16e-01	0.409	-0.2330195	-0.0952153	40.47	MIR3936HG	MIR3936 host gene
6584	NA	2.45e-01	0.342	1.1616042	0.3973013	64.06	SLC22A5	solute carrier family 22 member 5
441108	NA	2.68e-01	0.628	1.1082316	0.6960472	15.54	IRF1-AS1	IRF1 antisense RNA 1
102723741	NA	1.89e-01	0.589	1.3134777	0.7742598	31.88	LINC02863	long intergenic non-protein coding RNA 2863
3659	NA	6.06e-01	0.479	0.5153155	0.2468445	76.45	IRF1	interferon regulatory factor 1
3567	NA	2.60e-01	0.639	1.1255421	0.7196815	37.85	IL5	interleukin 5
101927761	NA	5.12e-01	0.74	0.6560039	0.4853112	23.37	TH2LCRR	T helper type 2 locus control region associated RNA
645121	NA	3.70e-01	0.328	-0.8969506	-0.2939779	120.79	CCNI2	cyclin I family member 2
134548	NA	2.10e-01	0.415	1.2544989	0.5202944	207.75	SOWAHA	sosondowah ankyrin repeat domain family member A
134549	NA	8.66e-01	0.455	0.1686903	0.0768102	77.6	SHROOM1	shroom family member 1
2661	NA	4.84e-01	0.533	-0.7006461	-0.3734997	34.11	GDF9	growth differentiation factor 9
27089	NA	9.28e-01	0.439	0.0908053	0.0398479	131.76	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
116842	NA	5.21e-01	0.961	0.6425235	0.6173261	11.23	LEAP2	liver enriched antimicrobial peptide 2
54819	NA	7.43e-01	0.504	0.3278288	0.1650672	57.16	ZCCHC10	zinc finger CCHC-type containing 10
23105	NA	8.67e-01	0.34	-0.1674094	-0.0569448	197.68	FSTL4	follistatin like 4
105379181	NA	5.66e-01	0.508	-0.5740882	-0.2916148	21.02	CTB-49A3.2	uncharacterized CTB-49A3.2
105379180	NA	9.26e-01	0.372	0.0927931	0.0344792	102.94	CTB-3M24.3	uncharacterized CTB-3M24.3
56951	NA	4.02e-01	0.479	0.8387927	0.4020956	99.29	C5orf15	chromosome 5 open reading frame 15
6932	NA	8.61e-01	0.384	-0.1748134	-0.0670507	133.25	TCF7	transcription factor 7
100500905	NA	1.94e-02	0.65	-2.3375874	-1.5187762	18.01	MIR3661	microRNA 3661
51265	NA	5.99e-01	0.233	-0.526157	-0.1226227	94.2	CDKL3	cyclin dependent kinase like 3
7320	NA	2.22e-01	0.439	1.2209876	0.5356333	124.4	UBE2B	ubiquitin conjugating enzyme E2 B
91368	NA	4.78e-01	0.502	0.7093135	0.3560206	31.65	CDKN2AIPNL	CDKN2A interacting protein N-terminal like
10802	NA	5.36e-01	0.285	0.6190058	0.1761614	183.88	SEC24A	SEC24 homolog A, COPII coat complex component
819	NA	5.92e-01	0.363	-0.5362508	-0.194848	114.12	CAMLG	calcium modulating ligand
79770	NA	7.27e-01	0.299	0.3494333	0.104631	140.91	TXNDC15	thioredoxin domain containing 15
84105	NA	3.59e-01	0.683	-0.9166022	-0.6257856	23.01	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2
347732	NA	6.07e-01	0.611	-0.5142561	-0.3142267	17.57	CATSPER3	cation channel sperm associated 3
107986452	NA	7.24e-01	1.205	-0.3533238	-0.4257403	10.5	LOC107986452	
100996485	NA	8.67e-01	0.614	0.1669728	0.1024468	36.89	PITX1-AS1	PITX1 antisense RNA 1
105379188	NA	8.24e-01	1.605	0.2225609	0.3571553	21.08	LOC105379188	
9547	NA	9.71e-01	0.473	0.0360578	0.0170527	139.17	CXCL14	C-X-C motif chemokine ligand 14
153328	NA	5.48e-01	0.525	-0.6009288	-0.3155623	85.05	SLC25A48	solute carrier family 25 member 48
340074	NA	8.43e-01	0.865	-0.1985405	-0.171835	7.51	SLC25A48-AS1	SLC25A48 antisense RNA 1
107986453	NA	6.76e-01	1.07	-0.417879	-0.4471385	19.69	LOC107986453	uncharacterized LOC107986453
7045	NA	7.48e-01	0.648	0.3207208	0.207931	48.05	TGFBI	transforming growth factor beta induced
9597	NA	8.83e-01	0.971	-0.1467789	-0.1425643	7.88	SMAD5-AS1	SMAD5 antisense RNA 1
107986369	NA	9.70e-02	0.571	1.6595931	0.9468148	38.19	LOC107986369	
4888	NA	8.20e-01	0.413	0.2275275	0.0940301	51.78	NPY6R	neuropeptide Y receptor Y6 (pseudogene)
107986368	NA	8.74e-01	0.554	0.1585465	0.0878293	45.05	LOC107986368	uncharacterized LOC107986368
101928005	NA	7.54e-01	0.353	-0.3140273	-0.1108848	33.42	PKD2L2-DT	PKD2L2 divergent transcript
9499	NA	1.35e-02	0.534	-2.4712804	-1.3203066	120.47	MYOT	myotilin
27039	NA	6.83e-01	0.46	0.4088409	0.1878872	54.85	PKD2L2	polycystin 2 like 2, transient receptor potential cation channel
100130172	NA	6.60e-01	0.392	-0.4399951	-0.1725207	27.68	FAM13B-AS1	FAM13B antisense RNA 1
7478	NA	6.23e-01	0.636	0.4909969	0.3121209	20.08	WNT8A	Wnt family member 8A
8382	NA	4.13e-01	0.593	0.8183776	0.4853486	48.61	NME5	NME/NM23 family member 5
10112	NA	8.63e-01	0.806	-0.1728899	-0.1393144	23.28	KIF20A	kinesin family member 20A
8697	NA	2.86e-01	0.341	1.0673328	0.3640892	90.56	CDC23	cell division cycle 23
995	NA	3.84e-01	0.833	0.8701765	0.7249399	16.93	CDC25C	cell division cycle 25C
51307	NA	8.71e-01	0.285	-0.1627225	-0.0463835	160.81	FAM53C	family with sequence similarity 53 member C
51308	NA	2.15e-01	0.364	-1.2399404	-0.4517552	182.93	REEP2	receptor accessory protein 2
1958	NA	1.11e-02	0.396	-2.5409719	-1.0062239	58.9	EGR1	early growth response 1
105379193	NA	7.47e-01	0.536	-0.3225019	-0.1729122	31.06	LOC105379193	uncharacterized LOC105379193
64374	NA	9.22e-01	0.32	-0.0975055	-0.0311743	84.26	SIL1	SIL1 nucleotide exchange factor
105379195	NA	4.05e-01	0.698	-0.8330098	-0.5816939	23.02	LOC105379195	
724102	NA	5.57e-01	0.776	-0.5874041	-0.4557696	14.08	SNHG4	small nucleolar RNA host gene 4
9963	NA	3.42e-01	0.89	0.9494127	0.8451365	26.01	SLC23A1	solute carrier family 23 member 1
389333	NA	8.49e-01	0.726	-0.1897743	-0.1377227	27.41	PROB1	proline rich basic protein 1
202051	NA	8.49e-01	0.659	0.1900632	0.1252246	19.83	SPATA24	spermatogenesis associated 24
641700	NA	3.74e-01	1.034	0.8890985	0.9193618	21.66	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
340061	NA	1.67e-02	0.627	2.3925766	1.5009434	27.39	STING1	stimulator of interferon response cGAMP interactor 1
9542	NA	2.17e-01	0.466	1.2345806	0.575658	100.72	NRG2	neuregulin 2
100505636	NA	6.80e-02	0.53	-1.8247661	-0.9673779	18.67	MALINC1	mitosis associated long intergenic non-coding RNA 1
101929719	NA	5.10e-01	0.981	-0.6593782	-0.6469851	6.23	LOC101929719	uncharacterized LOC101929719
84418	NA	3.10e-01	0.275	1.0151028	0.2788321	105.8	CYSTM1	cysteine rich transmembrane module containing 1
5201	NA	6.26e-01	0.333	0.4873877	0.16241	124.13	PFDN1	prefoldin subunit 1
1839	NA	6.31e-01	0.412	-0.4806345	-0.1978533	49.72	HBEGF	heparin binding EGF like growth factor
83697	NA	5.44e-01	0.761	0.60614	0.461058	33.96	SLC4A9	solute carrier family 4 member 9
10011	NA	4.21e-02	0.332	2.0326388	0.6756088	75.56	SRA1	steroid receptor RNA activator 1
10307	NA	7.06e-01	0.364	0.3775409	0.137592	55.17	APBB3	amyloid beta precursor protein binding family B member 3
113829	NA	8.30e-01	0.353	-0.2140837	-0.0756584	84.55	SLC35A4	solute carrier family 35 member A4
55374	NA	7.69e-01	0.38	-0.2936004	-0.1116716	59.65	TMCO6	transmembrane and coiled-coil domains 6
